the_geom,cartodb_id,the_geom_webmercator,acres,acs_tooltip,acs_tooltip_2,acs_tooltip_3,area_sqmi,borocd,cb_email,cb_website,cd_full_title,cd_short_title,cd_son_fy2018,cd_tot_bldgs,cd_tot_resunits,count_hosp_clinic,count_libraries,count_parks,count_public_schools,crime_count,crime_count_boro,crime_count_nyc,crime_per_1000,crime_per_1000_boro,crime_per_1000_nyc,female_10_14,female_15_19,female_20_24,female_25_29,female_30_34,female_35_39,female_40_44,female_45_49,female_5_9,female_50_54,female_55_59,female_60_64,female_65_69,female_70_74,female_75_79,female_80_84,female_85_over,female_under_5,fp_100_area,fp_100_bldg,fp_100_cost_burden,fp_100_cost_burden_value,fp_100_mhhi,fp_100_mortg_value,fp_100_openspace,fp_100_ownerocc,fp_100_ownerocc_value,fp_100_permortg,fp_100_pop,fp_100_rent_burden,fp_100_rent_burden_value,fp_100_resunits,fp_100_openspace2,fp_500_bldg,fp_500_cost_burden,fp_500_cost_burden_value,fp_500_mhhi,fp_500_mortg_value,fp_500_openspace,fp_500_ownerocc,fp_500_ownerocc_value,fp_500_permortg,fp_500_pop,fp_500_rent_burden,fp_500_rent_burden_value,fp_500_resunits,lep_rate,lep_rate_boro,lep_rate_nyc,lot_area_commercial_office,lot_area_industrial_manufacturing,lot_area_mixed_use,lot_area_open_space,lot_area_other_no_data,lot_area_parking,lot_area_public_facility_institution,lot_area_res_1_2_family_bldg,lot_area_res_multifamily_elevator,lot_area_res_multifamily_walkup,lot_area_transportation_utility,lot_area_vacant,lots_commercial_office,lots_industrial_manufacturing,lots_mixed_use,lots_open_space,lots_other_no_data,lots_parking,lots_public_facility_institution,lots_res_1_2_family_bldg,lots_res_multifamily_elevator,lots_res_multifamily_walkup,lots_total,lots_transportation_utility,lots_vacant,male_10_14,male_15_19,male_20_24,male_25_29,male_30_34,male_35_39,male_40_44,male_45_49,male_5_9,male_50_54,male_55_59,male_60_64,male_65_69,male_70_74,male_75_79,male_80_84,male_85_over,male_under_5,mean_commute,mean_commute_boro,mean_commute_nyc,moe_bach_deg,moe_bach_deg_boro,moe_bach_deg_nyc,moe_foreign_born,moe_hh_rent_burd,moe_hh_rent_burd_boro,moe_hh_rent_burd_nyc,moe_lep_rate,moe_lep_rate_boro,moe_lep_rate_nyc,moe_mean_commute,moe_mean_commute_boro,moe_mean_commute_nyc,moe_over65_rate,moe_over65_rate_boro,moe_over65_rate_nyc,moe_poverty_rate,moe_under18_rate,moe_under18_rate_boro,moe_under18_rate_nyc,moe_unemployment_nyc,moe_unemployment_boro,moe_unemployment,neighborhoods,over65_rate,over65_rate_boro,over65_rate_nyc,pct_asian_nh,pct_bach_deg,pct_bach_deg_boro,pct_bach_deg_nyc,pct_black_nh,pct_clean_strts,pct_clean_strts_boro,pct_clean_strts_nyc,pct_foreign_born,pct_hh_rent_burd,pct_hh_rent_burd_boro,pct_hh_rent_burd_nyc,pct_hispanic,pct_other_nh,pct_served_parks,pct_white_nh,pop_2000,pop_2010,pop_acs,pop_change_00_10,poverty_rate,poverty_rate_boro,poverty_rate_nyc,puma,shared_puma,shared_puma_cd,son_issue_1,son_issue_2,son_issue_3,total_lot_area,under18_rate,under18_rate_boro,under18_rate_nyc,unemployment_boro,unemployment,unemployment_nyc,v_pluto,v_acs,v_facdb,v_crime
,39,,3022.2,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4016, which is an approximation of Brooklyn CD 15","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4016, which is an approximation of Brooklyn CD 15.",2010 Census population counts for floodplain area within Brooklyn CD 15.,4.7,315,bklcb15@verizon.net,www.nyc.gov/html/bkncb15,Brooklyn Community District 15,Brooklyn CD 15,,30173,65153,18,6,6,19,1067,26514,92480,7,10.2,11,2.6,2.3,2.5,3.9,3.3,3.4,2.9,3.1,3,3.3,3.8,3.6,3.1,2.3,1.6,1.2,2,3.4,0.49,8861,0.341156748,3256,39000,4774,0.091,0.499947617,9544,0.500209556,36291,0.529976941,4137,22383,0.091,16875,0.338894307,6602,34000,9473,0.086,0.491708524,19481,0.486268672,82392,0.518300087,8964,38748,32.7,23.6,23.1,,,,,,,,,,,,,657,35,1214,51,85,167,252,17713,289,2162,23367,71,671,3,2.6,3.1,3.6,3.3,3,3,2.9,3,3,3.1,3.3,2.9,1.7,1.4,0.9,1.1,3.8,46.3,42.6,41.2,1,0.3,0.2,1.1,1.7,0.4,0.3,0.9,0.2,0.1,0.7,0.2,0.1,0.6,0,0,1,0.6,0,0,0.1,0.1,0.4,"Gerritsen Beach, Gravesend, Homecrest, Kings Highway, Manhattan Beach, Plumb Beach, Sheepshead Bay",18.3,13.2,14.1,17.6,40.2,36.5,37.4,4.1,94.2,92.1,95.1,49.4,47,45.4,44.2,9.9,2.9,76,65.5,160319,159650,151596,0,18.6,20.9,19.8,4016,false,,Traffic,Transit (buses & subways),Trash removal & cleanliness,8311032.775,22,23.1,20.9,4.4,3.7,4.4,20v4,Y2014-2018,6/24/20,2019
,40,,1188.4,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4007, which is an approximation of Brooklyn CD 16","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4007, which is an approximation of Brooklyn CD 16.",2010 Census population counts for floodplain area within Brooklyn CD 16.,1.9,316,bk16@cb.nyc.gov,www.nyc.gov/brooklyncb16,Brooklyn Community District 16,Brooklyn CD 16,,8583,37514,16,3,11,32,1448,26514,92480,12.4,10.2,11,3.3,3.1,3.5,5.3,4.1,4.3,4.1,3.8,3.2,4.2,3.4,3.3,2.4,1.6,1.3,1.2,0.9,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,23.6,23.1,,,,,,,,,,,,,216,136,621,66,61,156,210,3741,68,2396,8146,97,378,3.5,3.3,3.6,4,3,2.8,2.2,2.6,3.3,2.7,2.7,1.8,1.6,1.1,0.9,0.2,0.4,3.7,46.9,42.6,41.2,1,0.3,0.2,1.2,1.9,0.4,0.3,0.8,0.2,0.1,1.1,0.2,0.1,0.7,0,0,1.4,1.2,0,0,0.1,0.1,0.7,"Broadway Junction, Brownsville, Ocean Hill",11.5,13.2,14.1,1.4,14.4,36.5,37.4,72.1,86.9,92.1,95.1,30.3,55.2,45.4,44.2,22.4,1.5,99,2.6,85343,86468,117055,0.01,29.4,20.9,19.8,4007,false,,Affordable housing,Health care services,Youth and childrens services,3267608.727,24.4,23.1,20.9,4.4,7,4.4,20v4,Y2014-2018,6/24/20,2019
,41,,2153.2,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4010, which is an approximation of Brooklyn CD 17","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4010, which is an approximation of Brooklyn CD 17.",2010 Census population counts for floodplain area within Brooklyn CD 17.,3.4,317,bk17@cb.nyc.gov ,www.cb17brooklyn.org,Brooklyn Community District 17,Brooklyn CD 17,,24919,59241,18,3,4,25,1475,26514,92480,10.9,10.2,11,3,3.2,3.5,4.2,4.1,3.4,3.9,3.9,2.8,3.8,3.9,3.6,3.1,2.3,1.8,1.3,1.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,23.6,23.1,,,,,,,,,,,,,290,182,1138,16,61,150,259,11847,154,3802,18258,137,222,2.8,2.8,3.4,3.5,3.1,2.6,3.3,2.7,3,3,2.5,2.4,1.9,1.8,1.1,0.8,0.5,3.1,47.4,42.6,41.2,1,0.3,0.2,1.2,2,0.4,0.3,0.8,0.2,0.1,0.6,0.2,0.1,0.5,0,0,1.1,0.9,0,0,0.1,0.1,0.4,"East Flatbush, Farragut, Flatbush, Northeast Flatbush, Remsen Village, Rugby, Erasmus",15.9,13.2,14.1,1.3,24.8,36.5,37.4,86.6,94.2,92.1,95.1,52.2,48.5,45.4,44.2,7.6,1.8,61,2.7,165753,155252,135277,-0.06,19.5,20.9,19.8,4010,false,,Schools,Senior services,Street conditions (roadway maintenance),5972913.328,21.2,23.1,20.9,4.4,4.3,4.4,20v4,Y2014-2018,6/24/20,2019
,42,,5410.5,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4009, which is an approximation of Brooklyn CD 18","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4009, which is an approximation of Brooklyn CD 18.",2010 Census population counts for floodplain area within Brooklyn CD 18.,8.5,318,bkbrd18@optonline.net,0,Brooklyn Community District 18,Brooklyn CD 18,,44821,65681,11,5,8,28,1498,26514,92480,7.2,10.2,11,3.4,3,3.3,3.8,3.6,3.3,3.6,3.5,3.1,3.8,4,3.9,3.2,2,1.3,1,1.3,3,2.88,8695,0.491240256,6365,36000,9618,1.577,0.550846017,12957,0.742301459,31115,0.508589915,4559,14568,1.577,19797,0.474066893,10758,35000,16996,1.731,0.537481348,22693,0.748953422,77004,0.497960631,8424,32881,14.5,23.6,23.1,,,,,,,,,,,,,554,143,858,50,105,198,230,30334,38,2402,35621,172,537,3.3,3.3,3.1,3.3,3,2.9,2.9,2.8,3,2.8,3.1,2.9,2.4,1.5,1,0.6,0.6,3.4,48.3,42.6,41.2,0.7,0.3,0.2,0.7,2.2,0.4,0.3,0.6,0.2,0.1,0.6,0.2,0.1,0.4,0,0,0.8,0.5,0,0,0.1,0.1,0.3,"Bergen Beach, Canarsie, Flatlands, Georgetown, Marine Park, Mill Basin, Mill Island, Paerdegat Basin",14.9,13.2,14.1,5,31.8,36.5,37.4,61.9,93.4,92.1,95.1,40.5,41.9,45.4,44.2,8.6,1.8,77,22.7,194653,193543,208458,-0.01,14.6,20.9,19.8,4009,false,,Parks,Infrastructure resiliency,Street conditions (roadway maintenance),16000541.95,23.4,23.1,20.9,4.4,4.1,4.4,20v4,Y2014-2018,6/24/20,2019
,43,,3938,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4101, which is an approximation of Queens CD 1","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4101, which is an approximation of Queens CD 1.",2010 Census population counts for floodplain area within Queens CD 1.,6.2,401,Qn01@cb.nyc.gov,www1.nyc.gov/site/queenscb1/index.page,Queens Community District 1,Queens CD 1,,24737,89164,19,4,10,27,1821,18526,92480,10.9,8.1,11,1.7,1.8,3.4,7.5,6.5,4.2,2.9,2.8,1.8,3,2.8,2.4,2.4,1.7,1.3,1,1.2,2.2,1.52,1256,0.42907058,614,51000,820,0.146,0.218339945,1431,0.573025856,3806,0.540469974,2277,5610,0.146,1961,0.471309465,961,41000,1070,0.147,0.179901182,2039,0.524767043,10550,0.498238288,3818,12800,24.8,28.8,23.1,,,,,,,,,,,,,653,816,1738,56,56,376,195,8243,216,6406,19400,253,392,1.9,1.8,3.1,7.1,6.3,4.9,3.3,3.2,2,2.7,2.5,2.3,1.7,1.4,1.1,0.6,0.6,2.6,40,44.1,41.2,1,0.3,0.2,1,1.4,0.5,0.3,0.9,0.2,0.1,0.4,0.2,0.1,0.6,0,0,0.8,0.6,0,0,0.1,0.1,0.4,"Astoria, Astoria Heights, Queensbridge, Dutch Kills, Long Island City, Ravenswood, Rikers Island (BX), Steinway",13,14.8,14.1,15.5,46.4,31.5,37.4,6.7,96,96.5,95.1,39.7,37.4,46.2,44.2,26.6,2.9,63,48.3,211220,191105,166962,-0.1,18.1,19.3,19.8,4101,false,,Affordable housing,Police-community relations,Other,12563876.71,14.5,20.3,20.9,4,4.5,4.4,20v4,Y2014-2018,6/24/20,2019
,44,,3211.4,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4109, which is an approximation of Queens CD 2","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4109, which is an approximation of Queens CD 2.",2010 Census population counts for floodplain area within Queens CD 2.,5,402,qn02@cb.nyc.gov,www.nyc.gov/queenscb2,Queens Community District 2,Queens CD 2,,12197,69354,6,3,7,20,954,18526,92480,6.9,8.1,11,1.8,2.1,2.4,5,5.1,4.6,4,3.1,2.3,2.8,3,2.5,2.2,1.6,1.4,0.9,0.9,2.8,0.35,506,0.261445783,434,101000,1193,0.085,0.176953417,1660,0.718674699,5875,0.361837328,1993,9926,0.085,1081,0.243902439,460,98000,1337,0.08,0.177890964,1886,0.708907741,9392,0.359143846,2282,14643,39.5,28.8,23.1,,,,,,,,,,,,,423,875,714,58,61,398,140,4734,199,2604,10767,208,353,2.4,1.7,2.7,4.9,5.3,5.6,5.3,4.2,2.2,3.4,2.9,2.6,2,1.4,1.1,0.6,0.3,2.7,37.5,44.1,41.2,1.2,0.3,0.2,1.2,1.9,0.5,0.3,1.4,0.2,0.1,0.6,0.2,0.1,0.7,0,0,1,0.7,0,0,0.1,0.1,0.3,"Blissville, Hunters Point, Long Island City, Sunnyside, Sunnyside Gardens, Woodside",12.5,14.8,14.1,35.4,39.9,31.5,37.4,1.5,93.5,96.5,95.1,53.9,42.7,46.2,44.2,31.7,2.5,77,28.9,109920,113200,137417,0.03,18.8,19.3,19.8,4109,false,,"Land use trends (zoning, development, neighborhood preservation, etc.)",Transit (buses & subways),Homelessness,9308606.324,16.8,20.3,20.9,4,2.9,4.4,20v4,Y2014-2018,6/24/20,2019
,45,,1905.3,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4102, which is an approximation of Queens CD 3","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4102, which is an approximation of Queens CD 3.",2010 Census population counts for floodplain area within Queens CD 3.,3,403,communityboard3@nyc.rr.com,www.cb3qn.nyc.gov,Queens Community District 3,Queens CD 3,,19330,53359,10,4,3,13,1456,18526,92480,8.4,8.1,11,2.7,2.5,3,3.9,4.2,3.9,3.4,3.2,2.9,2.9,2.7,2.5,2.3,2,1.1,1.1,1.1,3.7,0.01,7,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0.464594128,269,52000,370,0.047,0.382178218,579,0.639032815,0,0.688385269,486,11,47.7,28.8,23.1,,,,,,,,,,,,,450,22,816,20,20,111,146,9207,197,3400,14658,44,225,3.2,2.5,3.1,4.1,4.8,4.7,4.4,3.9,2.8,3.4,3.1,1.9,1.8,1.1,1,0.5,0.6,3.7,42.9,44.1,41.2,0.8,0.3,0.2,1,2.2,0.5,0.3,1.1,0.2,0.1,0.8,0.2,0.1,0.6,0,0,1,0.6,0,0,0.1,0.1,0.4,"East Elmhurst, Jackson Heights, North Corona",12.7,14.8,14.1,16.5,20.3,31.5,37.4,5,94.3,96.5,95.1,59.4,53.4,46.2,44.2,66.6,1.5,71,10.4,169083,171576,172664,0.01,24,19.3,19.8,4102,false,,Affordable housing,Schools,Senior services,5004596.678,22.2,20.3,20.9,4,3.5,4.4,20v4,Y2014-2018,6/24/20,2019
,46,,1506.8,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4107, which is an approximation of Queens CD 4","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4107, which is an approximation of Queens CD 4.",2010 Census population counts for floodplain area within Queens CD 4.,2.4,404,qn04@cb.nyc.gov,www1.nyc.gov/site/queenscb4/index.page,Queens Community District 4,Queens CD 4,,14718,54150,8,2,9,19,1209,18526,92480,8.6,8.1,11,3,2.3,3.2,4.2,3.9,3.6,3.5,3.1,3.1,3,3,3.1,2.2,1.6,1.4,0.9,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.426470588,29,61000,29,0.001,0.159250586,68,0.426470588,0,0.487465181,175,9,52,28.8,23.1,,,,,,,,,,,,,389,63,853,25,10,134,126,4923,192,4917,11916,70,214,3,3,3.4,4.7,4.7,3.9,4,3.6,3.2,3.3,2.7,2.7,1.7,1.4,0.9,0.5,0.4,3.3,43.7,44.1,41.2,1.3,0.3,0.2,1.3,2.2,0.5,0.3,1.3,0.2,0.1,0.8,0.2,0.1,0.7,0,0,1.4,0.9,0,0,0.1,0.1,0.5,"Corona, Corona Heights, Elmhurst, Lefrak City",12.1,14.8,14.1,32.8,22.1,31.5,37.4,6.4,95.4,96.5,95.1,62.8,54.7,46.2,44.2,52.7,1.9,76,6.2,167005,172598,140243,0.03,25.6,19.3,19.8,4107,false,,Affordable housing,Schools,Social services,4120354.29,22.6,20.3,20.9,4,3.1,4.4,20v4,Y2014-2018,6/24/20,2019
,47,,4829.4,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4110, which is an approximation of Queens CD 5","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4110, which is an approximation of Queens CD 5.",2010 Census population counts for floodplain area within Queens CD 5.,7.5,405,qnscb5@nyc.rr.com,www.nyc.gov/qnscb5,Queens Community District 5,Queens CD 5,,41317,66649,7,4,7,21,1320,18526,92480,7.2,8.1,11,3.3,2.5,2.9,3.9,4.2,4.4,3.1,3.7,2.8,3.3,3.4,3.1,2.2,1.4,1.4,1.1,1.2,3.2,0.09,46,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.436619718,93,45000,141,0,0.27133758,213,0.661971831,3,0.634615385,330,0,22.9,28.8,23.1,,,,,,,,,,,,,340,584,1807,85,77,437,171,21402,19,5893,31468,164,489,2.7,2.9,3.2,4,4.1,4,3.4,3.5,3.3,3.6,3.4,2.6,1.8,1.2,0.9,0.5,0.6,3.2,42.3,44.1,41.2,0.9,0.3,0.2,0.9,1.8,0.5,0.3,0.8,0.2,0.1,0.7,0.2,0.1,0.5,0,0,0.7,0.6,0,0,0.1,0.1,0.3,"Glendale, Maspeth, Middle Village, Ridgewood",12.4,14.8,14.1,8.5,28.4,31.5,37.4,1.4,95.7,96.5,95.1,39.5,40.2,46.2,44.2,36.7,1.7,74,51.7,165911,169190,183687,0.02,16.8,19.3,19.8,4110,false,,Emergency response,Street flooding,Traffic,15249380.84,21.9,20.3,20.9,4,3.3,4.4,20v4,Y2014-2018,6/24/20,2019
,48,,1898.2,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4108, which is an approximation of Queens CD 6","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4108, which is an approximation of Queens CD 6.",2010 Census population counts for floodplain area within Queens CD 6.,3,406,qn06@cb.nyc.gov,www1.nyc.gov/site/queenscb6/index.page,Queens Community District 6,Queens CD 6,,14534,56013,7,3,5,13,516,18526,92480,4.4,8.1,11,1.9,1.5,1.8,3.8,4.3,4.4,3.8,3.4,3,3.2,4.2,3.8,3.4,2.7,2,1.9,2.2,2.9,0.01,19,0,0,0,0,0,0,0,0,0,0,0,448,0,84,0.334351145,219,24000,391,0,0.310279488,655,0.596946565,1132,0.506777108,673,967,25.9,28.8,23.1,,,,,,,,,,,,,255,2,381,13,6,108,94,8440,304,520,10321,43,155,1.8,1.3,1.8,3.3,4.3,3.3,3.3,3,2.2,2.8,3.7,3.1,3,1.7,1.5,1,0.9,3.6,43.8,44.1,41.2,1.2,0.3,0.2,1.1,2.2,0.5,0.3,1.3,0.2,0.1,0.7,0.2,0.1,0.7,0,0,1,0.8,0,0,0.1,0.1,0.4,"Forest Hills, Forest Hills Gardens, Rego Park",20.5,14.8,14.1,29.7,57.2,31.5,37.4,3.1,98.9,96.5,95.1,50,42.4,46.2,44.2,15.5,4,79,47.7,115967,113257,116052,-0.02,15.1,19.3,19.8,4108,false,,Schools,Senior services,Transit (buses & subways),5075626.838,17.2,20.3,20.9,4,2.8,4.4,20v4,Y2014-2018,6/24/20,2019
,49,,7539.8,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4103, which is an approximation of Queens CD 7","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4103, which is an approximation of Queens CD 7.",2010 Census population counts for floodplain area within Queens CD 7.,11.8,407,qn07@cb.nyc.gov,www.nyc.gov/queenscb7,Queens Community District 7,Queens CD 7,,49005,97519,14,8,12,27,1883,18526,92480,7.7,8.1,11,2.3,2,2.9,3.8,3.5,3.3,3.5,3.9,2.3,4,3.9,3.5,3,2.2,2.1,1.6,2,2.7,3.89,1707,0.344830985,3499,54000,5217,0.384,0.559217415,10147,0.514142111,5868,0.495157179,2914,5793,0.384,2843,0.359899329,3861,46000,5446,0.365,0.495428096,10728,0.50764355,10081,0.529447188,4396,9740,49.1,28.8,23.1,,,,,,,,,,,,,863,421,1343,100,96,354,320,27028,278,2969,34831,167,892,2.4,2.2,2.4,3.4,3.4,3.1,3.2,3.5,2.2,3.9,3.4,3.1,2.6,2.1,1.5,1.2,1,3.1,40.8,44.1,41.2,0.9,0.3,0.2,0.8,2,0.5,0.3,1,0.2,0.1,0.7,0.2,0.1,0.4,0,0,0.8,0.5,0,0,0.1,0.1,0.2,"Auburndale, Bay Terrace, Beechhurst, Clearview, College Point, Downtown Flushing, East Flushing, Flushing, Malba, Murray Hill, Queensboro Hill, Waldheim, Whitestone",19.1,14.8,14.1,52.7,26.4,31.5,37.4,2,97.3,96.5,95.1,56.9,57.3,46.2,44.2,17.8,2.1,80,25.4,242952,247354,245862,0.02,25.5,19.3,19.8,4103,false,,Street conditions (roadway maintenance),Street flooding,Traffic,22254291.06,17.6,20.3,20.9,4,2.5,4.4,20v4,Y2014-2018,6/24/20,2019
,50,,4765.3,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4106, which is an approximation of Queens CD 8","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4106, which is an approximation of Queens CD 8.",2010 Census population counts for floodplain area within Queens CD 8.,7.4,408,qn08@cb.nyc.gov ,www1.nyc.gov/site/queenscb8/index.page,Queens Community District 8,Queens CD 8,,30258,59795,14,6,7,29,1194,18526,92480,7.3,8.1,11,2.6,3.3,3.6,4,3.6,3.3,3.3,3.1,2.4,3.5,3.5,3.9,2.7,1.7,1.4,1.2,1.2,3.5,0.34,12,0,0,0,0,0.347,0,0,0,0,0,0,0,0.347,106,0,0,0,0,0.353,0,0,0,0,0,0,210,27,28.8,23.1,,,,,,,,,,,,,300,11,367,31,11,50,180,16886,123,1162,19383,40,222,2.6,3.2,3.5,3.5,3.9,2.7,3.2,3,3,2.7,3.6,2.9,2.3,1.7,1.1,0.9,0.7,3.4,44,44.1,41.2,1.1,0.3,0.2,1.3,2.7,0.5,0.3,1.4,0.2,0.1,0.7,0.2,0.1,0.6,0,0,1.3,0.8,0,0,0.1,0.1,0.5,"Briarwood, Fresh Meadows, Hillcrest, Holliswood, Jamaica, Jamaica Estates, Jamaica Hills, Kew Gardens Hills, Pomonok, Utopia",14.9,14.8,14.1,34.2,39.6,31.5,37.4,11.9,98,96.5,95.1,46.4,47.5,46.2,44.2,19.8,4.2,64,29.9,146594,151107,163251,0.03,20.8,19.3,19.8,4106,false,,Parks,Street conditions (roadway maintenance),Street flooding,13910279.5,20.6,20.3,20.9,4,5.2,4.4,20v4,Y2014-2018,6/24/20,2019
,51,,2459.8,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4111, which is an approximation of Queens CD 9","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4111, which is an approximation of Queens CD 9.",2010 Census population counts for floodplain area within Queens CD 9.,3.8,409,qn09@cb.nyc.gov,www1.nyc.gov/site/queenscb9/index.page,Queens Community District 9,Queens CD 9,,29346,46326,10,2,3,19,712,18526,92480,4.8,8.1,11,2.5,3,3.7,4,3.4,3.4,3.5,3.6,2.7,3.6,3.6,3,2.4,1.7,1.1,0.7,1,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,28.8,23.1,,,,,,,,,,,,,334,181,1317,17,21,198,180,15332,99,2305,20415,167,264,3.2,3.2,3.7,4.5,3.8,3.4,3.3,3.8,3.1,3.3,3.2,2.8,1.9,1.4,0.9,0.5,0.5,3.4,46.5,44.1,41.2,1,0.3,0.2,1.1,2,0.5,0.3,0.9,0.2,0.1,0.6,0.2,0.1,0.5,0,0,1,0.6,0,0,0.1,0.1,0.3,"Kew Gardens, Ozone Park, Richmond Hill, Woodhaven",12.1,14.8,14.1,26.2,27,31.5,37.4,5.5,95.1,96.5,95.1,51.1,47.7,46.2,44.2,42.6,7.7,72,18,141608,143317,148806,0.01,21.5,19.3,19.8,4111,false,,"Quality of life issues (noise, graffiti, petty crime, etc.)",Schools,Senior services,7042279.118,21.8,20.3,20.9,4,4.2,4.4,20v4,Y2014-2018,6/24/20,2019
,52,,3934.7,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4113, which is an approximation of Queens CD 10","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4113, which is an approximation of Queens CD 10.",2010 Census population counts for floodplain area within Queens CD 10.,6.1,410,cb10qns@nyc.rr.com,www.nyc.gov/html/qnscb10,Queens Community District 10,Queens CD 10,,37153,39302,6,4,4,19,1148,18526,92480,8.4,8.1,11,3.1,2.9,4,3.8,3.2,3.1,3.4,3.7,2.5,3.8,4.1,3.2,2.7,1.7,1.5,0.9,1.2,2.7,0.73,5807,0.368450287,1990,38000,2807,0.655,0.61375,5401,0.519718571,11919,0.422424003,1070,6840,0.655,6649,0.362175103,2118,36000,3075,0.655,0.596004892,5848,0.525820793,20737,0.460513162,1382,10179,13,28.8,23.1,,,,,,,,,,,,,376,57,833,120,45,228,121,21287,15,970,25143,180,911,3.3,3,3.2,3.8,3,3,3.3,3.4,2.3,4,3.7,3.2,2.1,1.4,1.3,0.7,0.6,3.1,46.2,44.1,41.2,1.1,0.3,0.2,1.3,3.1,0.5,0.3,0.8,0.2,0.1,0.9,0.2,0.1,0.7,0,0,1,0.6,0,0,0.1,0.1,0.4,"Howard Beach, Lindenwood, Old Howard Beach, Ozone Park, South Ozone Park",14.1,14.8,14.1,23.7,22.4,31.5,37.4,14.1,95.9,96.5,95.1,45,50.1,46.2,44.2,25.8,14.9,58,21.5,127274,122396,136661,-0.04,17.3,19.3,19.8,4113,false,,"Quality of life issues (noise, graffiti, petty crime, etc.)",Infrastructure resiliency,Street conditions (roadway maintenance),10996322.11,20.8,20.3,20.9,4,4.8,4.4,20v4,Y2014-2018,6/24/20,2019
,53,,5991.9,"American Community Survey 2014-2018 5-Year Estimates for PUMA 4104, which is an approximation of Queens CD 11","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4104, which is an approximation of Queens CD 11.",2010 Census population counts for floodplain area within Queens CD 11.,9.4,411,QN11@cb.nyc.gov,www.nyc.gov/queenscb11,Queens Community District 11,Queens CD 11,,39568,45217,13,5,4,22,692,18526,92480,5.8,8.1,11,2.5,2.2,2.2,3.1,3.1,3,3.6,3.4,2.2,4.4,4.1,3.8,3.4,2.4,1.9,1.3,2.1,2.3,0.5,383,0.384982935,564,52000,760,0.451,0.659019343,1465,0.518771331,1285,0.498333333,299,386,0.451,494,0.396204715,689,52000,950,0.358,0.696435723,1739,0.546290972,1477,0.498333333,299,525,29.4,28.8,23.1,,,,,,,,,,,,,412,11,380,128,23,123,170,23037,22,953,25822,62,501,2.7,2.5,2.3,3.2,2.9,3.2,3,3.2,2.6,3.9,3.8,3.3,3.3,2.2,1.5,1.1,1.1,3,44.4,44.1,41.2,1.2,0.3,0.2,1,3.1,0.5,0.3,1.1,0.2,0.1,0.8,0.2,0.1,0.8,0,0,0.9,0.8,0,0,0.1,0.1,0.4,"Auburndale, Bayside, Douglaston, Hollis Hills, Little Neck, Oakland Gardens",20.4,14.8,14.1,45.3,42.1,31.5,37.4,1.9,99.1,96.5,95.1,43.6,43,46.2,44.2,11.1,2.3,71,39.4,116404,116431,119789,0,14.1,19.3,19.8,4104,false,,Parks,"Quality of life issues (noise, graffiti, petty crime, etc.)",Street conditions (roadway maintenance),16792743.37,18.4,20.3,20.9,4,2.7,4.4,20v4,Y2014-2018,6/24/20,2019
